x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,yvliang
1.799,-0.352,-0.984,-3.806,1.027,-3.806,4.046,-1.036,-1.505,-3.467,4.104,-8.453,0
1.8,-0.344,-0.994,-3.803,1.031,-3.803,4.039,-1.243,-1.503,-3.468,4.101,-8.446,0
1.793,-0.343,-0.998,-3.806,1.03,-3.806,4.054,-1.098,-1.507,-3.461,4.104,-8.429,0
1.789,-0.345,-0.989,-3.803,1.028,-3.803,4.047,-1.113,-1.499,-3.463,4.108,-8.442,0
1.796,-0.341,-0.994,-3.803,1.029,-3.803,4.045,-1.204,-1.502,-3.468,4.114,-8.451,0
1.786,-0.342,-0.994,-3.807,1.025,-3.807,4.042,-1.291,-1.507,-3.462,4.111,-8.439,0
1.792,-0.335,-0.991,-3.807,1.023,-3.807,4.047,-0.992,-1.507,-3.479,4.104,-8.438,0
1.786,-0.333,-0.988,-3.812,1.033,-3.812,4.053,-1.032,-1.503,-3.472,4.109,-8.45,0
1.789,-0.344,-0.991,-3.79,1.034,-3.79,4.061,-1.092,-1.503,-3.46,4.107,-8.439,0
1.789,-0.344,-0.988,-3.799,1.021,-3.799,4.048,-1.011,-1.497,-3.466,4.107,-8.442,0
1.782,-0.341,-0.987,-3.803,1.03,-3.803,4.045,-1.026,-1.505,-3.467,4.108,-8.451,0
1.788,-0.341,-0.986,-3.805,1.032,-3.805,4.048,-1.295,-1.512,-3.47,4.1,-8.451,0
1.794,-0.342,-0.984,-3.802,1.027,-3.802,4.06,-0.917,-1.498,-3.465,4.103,-8.45,1
1.786,-0.337,-0.988,-3.807,1.035,-3.807,4.056,-1.095,-1.502,-3.464,4.113,-8.425,1
1.79,-0.346,-0.999,-3.805,1.023,-3.805,4.054,-1.112,-1.513,-3.453,4.104,-8.429,1
1.785,-0.339,-0.993,-3.802,1.027,-3.802,4.058,-1.091,-1.501,-3.468,4.107,-8.455,1
1.794,-0.353,-0.993,-3.802,1.024,-3.802,4.044,-1.213,-1.509,-3.462,4.113,-8.446,1
1.781,-0.351,-0.993,-3.804,1.027,-3.804,4.038,-1.281,-1.506,-3.467,4.106,-8.442,1
1.79,-0.345,-0.989,-3.802,1.023,-3.802,4.04,-1.339,-1.502,-3.467,4.097,-8.447,1
1.795,-0.352,-0.995,-3.805,1.024,-3.805,4.046,-1.331,-1.505,-3.468,4.105,-8.445,1
1.794,-0.338,-0.99,-3.804,1.027,-3.804,4.044,-1.18,-1.507,-3.461,4.099,-8.447,1
1.793,-0.349,-0.992,-3.807,1.028,-3.807,4.043,-1.203,-1.508,-3.471,4.098,-8.451,1
1.784,-0.354,-0.999,-3.806,1.034,-3.806,4.056,-1.015,-1.509,-3.472,4.104,-8.437,1
1.789,-0.347,-0.982,-3.81,1.029,-3.81,4.059,-0.929,-1.506,-3.462,4.096,-8.436,1
1.788,-0.361,-0.995,-3.811,1.028,-3.811,4.053,-0.913,-1.497,-3.46,4.107,-8.444,1
1.791,-0.356,-0.987,-3.802,1.022,-3.802,4.049,-1.065,-1.505,-3.46,4.104,-8.443,
1.787,-0.335,-0.994,-3.795,1.02,-3.795,4.047,-1.162,-1.503,-3.456,4.099,-8.429,
1.789,-0.344,-0.993,-3.804,1.026,-3.804,4.043,-1.211,-1.501,-3.465,4.105,-8.429,
1.789,-0.352,-0.998,-3.806,1.025,-3.806,4.043,-1.248,-1.502,-3.477,4.099,-8.445,
1.785,-0.345,-0.992,-3.813,1.025,-3.813,4.03,-1.472,-1.501,-3.466,4.098,-8.443,
1.787,-0.35,-0.989,-3.794,1.033,-3.794,4.042,-1.208,-1.498,-3.458,4.107,-8.44,
1.785,-0.352,-0.991,-3.796,1.029,-3.796,4.067,-0.808,-1.5,-3.467,4.113,-8.429,
1.785,-0.348,-0.987,-3.801,1.023,-3.801,4.06,-1.014,-1.507,-3.454,4.096,-8.447,
1.785,-0.347,-0.991,-3.799,1.025,-3.799,4.057,-0.981,-1.504,-3.462,4.099,-8.453,
1.784,-0.354,-0.993,-3.793,1.022,-3.793,4.052,-0.878,-1.501,-3.456,4.109,-8.452,
1.783,-0.342,-0.988,-3.796,1.018,-3.796,4.053,-1.037,-1.506,-3.457,4.092,-8.442,
1.786,-0.344,-0.998,-3.814,1.026,-3.814,4.044,-1.22,-1.51,-3.468,4.099,-8.441,
1.777,-0.339,-0.992,-3.805,1.029,-3.805,4.049,-1.071,-1.506,-3.457,4.113,-8.434,
1.779,-0.335,-0.994,-3.803,1.025,-3.803,4.055,-1.079,-1.522,-3.46,4.111,-8.45,
1.789,-0.333,-0.985,-3.806,1.037,-3.806,4.046,-1.33,-1.522,-3.46,4.098,-8.447,
1.788,-0.333,-0.985,-3.809,1.037,-3.809,4.046,-1.272,-1.512,-3.448,4.107,-8.45,
1.784,-0.338,-0.988,-3.81,1.024,-3.81,4.042,-1.386,-1.508,-3.455,4.1,-8.443,
1.785,-0.345,-0.989,-3.816,1.02,-3.816,4.032,-1.416,-1.511,-3.454,4.11,-8.441,
1.788,-0.341,-0.99,-3.815,1.027,-3.815,4.04,-1.385,-1.505,-3.474,4.092,-8.449,
1.778,-0.349,-0.988,-3.811,1.02,-3.811,4.043,-1.134,-1.509,-3.457,4.092,-8.436,
1.789,-0.343,-0.99,-3.82,1.02,-3.82,4.051,-0.989,-1.503,-3.457,4.094,-8.444,
1.788,-0.333,-0.992,-3.81,1.03,-3.81,4.057,-0.975,-1.506,-3.454,4.104,-8.444,
1.782,-0.341,-0.994,-3.8,1.031,-3.8,4.05,-0.917,-1.509,-3.459,4.095,-8.429,
1.787,-0.353,-0.991,-3.795,1.025,-3.795,4.059,-0.956,-1.507,-3.451,4.097,-8.447,
1.791,-0.342,-0.99,-3.806,1.033,-3.806,4.058,-0.898,-1.507,-3.469,4.111,-8.438,
1.783,-0.343,-1,-3.795,1.023,-3.795,4.057,-1.018,-1.5,-3.449,4.114,-8.452,
1.787,-0.335,-0.99,-3.813,1.033,-3.813,4.034,-1.351,-1.507,-3.457,4.102,-8.434,
1.781,-0.347,-0.987,-3.797,1.016,-3.797,4.042,-1.192,-1.51,-3.45,4.1,-8.448,
1.782,-0.345,-0.997,-3.796,1.027,-3.796,4.051,-1.167,-1.505,-3.443,4.105,-8.444,
1.772,-0.329,-1,-3.795,1.022,-3.795,4.047,-1.22,-1.506,-3.459,4.107,-8.447,
1.772,-0.334,-0.994,-3.817,1.015,-3.817,4.044,-1.2,-1.507,-3.443,4.108,-8.444,
1.771,-0.336,-0.998,-3.807,1.018,-3.807,4.052,-1.091,-1.507,-3.452,4.115,-8.45,
1.773,-0.332,-1.008,-3.807,1.022,-3.807,4.058,-1.04,-1.508,-3.452,4.111,-8.445,
1.778,-0.331,-0.996,-3.805,1.026,-3.805,4.062,-0.916,-1.5,-3.443,4.114,-8.436,
1.777,-0.339,-1,-3.815,1.024,-3.815,4.056,-0.937,-1.509,-3.442,4.116,-8.453,
1.786,-0.33,-0.997,-3.816,1.021,-3.816,4.052,-1.011,-1.508,-3.434,4.106,-8.448,
1.785,-0.338,-1.004,-3.814,1.019,-3.814,4.051,-1.091,-1.509,-3.445,4.102,-8.44,
1.776,-0.334,-0.997,-3.815,1.016,-3.815,4.045,-1.076,-1.506,-3.441,4.114,-8.445,
1.785,-0.342,-0.989,-3.815,1.021,-3.815,4.047,-1.131,-1.51,-3.441,4.105,-8.448,
1.775,-0.34,-1,-3.815,1.012,-3.815,4.037,-1.212,-1.514,-3.439,4.117,-8.446,
1.783,-0.336,-1.001,-3.816,1.017,-3.816,4.044,-1.269,-1.506,-3.441,4.102,-8.452,
1.782,-0.342,-1.002,-3.826,1.019,-3.826,4.053,-1.097,-1.517,-3.443,4.112,-8.446,
1.776,-0.348,-1,-3.804,1.022,-3.804,4.041,-1.167,-1.502,-3.448,4.109,-8.436,
1.777,-0.34,-0.995,-3.805,1.018,-3.805,4.048,-1.259,-1.513,-3.433,4.103,-8.442,
1.771,-0.34,-1.004,-3.811,1.026,-3.811,4.059,-0.994,-1.515,-3.441,4.109,-8.441,
1.781,-0.346,-0.997,-3.807,1.016,-3.807,4.05,-0.901,-1.512,-3.442,4.106,-8.438,
1.782,-0.34,-1.001,-3.804,1.018,-3.804,4.058,-0.856,-1.515,-3.441,4.105,-8.443,
1.782,-0.34,-0.992,-3.804,1.026,-3.804,4.057,-0.928,-1.515,-3.433,4.107,-8.419,
1.773,-0.339,-1.002,-3.812,1.02,-3.812,4.05,-1.09,-1.508,-3.449,4.114,-8.455,
1.772,-0.343,-0.994,-3.808,1.018,-3.808,4.045,-1.011,-1.508,-3.438,4.106,-8.443,
1.779,-0.334,-1.003,-3.816,1.024,-3.816,4.057,-1.095,-1.513,-3.44,4.109,-8.452,
1.775,-0.332,-1,-3.809,1.015,-3.809,4.045,-1.265,-1.511,-3.449,4.107,-8.433,
1.776,-0.337,-0.993,-3.815,1.023,-3.815,4.043,-1.272,-1.514,-3.444,4.102,-8.437,
1.775,-0.337,-0.992,-3.807,1.019,-3.807,4.045,-1.197,-1.517,-3.44,4.114,-8.433,
1.772,-0.339,-1.005,-3.815,1.016,-3.815,4.039,-1.265,-1.516,-3.435,4.109,-8.435,
1.776,-0.336,-1.002,-3.818,1.017,-3.818,4.042,-1.292,-1.512,-3.437,4.109,-8.443,
1.773,-0.321,-0.993,-3.815,1.016,-3.815,4.049,-1.137,-1.507,-3.451,4.109,-8.414,
1.771,-0.331,-0.995,-3.815,1.022,-3.815,4.06,-0.84,-1.511,-3.452,4.11,-8.441,
1.779,-0.332,-0.999,-3.818,1.02,-3.818,4.056,-0.928,-1.511,-3.429,4.108,-8.439,
1.78,-0.336,-0.999,-3.82,1.016,-3.82,4.05,-1.203,-1.518,-3.449,4.104,-8.449,
1.777,-0.332,-1.003,-3.81,1.017,-3.81,4.048,-1.17,-1.521,-3.44,4.112,-8.445,
1.771,-0.335,-0.994,-3.816,1.012,-3.816,4.041,-1.282,-1.52,-3.438,4.111,-8.447,
1.772,-0.336,-0.995,-3.818,1.016,-3.818,4.037,-1.256,-1.5,-3.428,4.106,-8.44,
1.769,-0.339,-0.994,-3.822,1.014,-3.822,4.028,-1.412,-1.511,-3.445,4.117,-8.431,
1.773,-0.334,-0.992,-3.82,1.019,-3.82,4.042,-1.359,-1.513,-3.435,4.107,-8.453,
1.768,-0.333,-1.005,-3.831,1.013,-3.831,4.033,-1.323,-1.514,-3.439,4.112,-8.441,
1.777,-0.335,-0.994,-3.828,1.019,-3.828,4.036,-1.386,-1.511,-3.444,4.113,-8.45,
1.774,-0.335,-0.993,-3.818,1.02,-3.818,4.04,-1.39,-1.513,-3.443,4.109,-8.45,
1.773,-0.333,-0.986,-3.807,1.019,-3.807,4.042,-1.189,-1.519,-3.447,4.103,-8.447,
1.772,-0.33,-0.999,-3.802,1.021,-3.802,4.049,-1.128,-1.512,-3.439,4.106,-8.444,
1.77,-0.346,-0.994,-3.804,1.02,-3.804,4.039,-1.173,-1.517,-3.431,4.109,-8.441,
1.773,-0.333,-0.994,-3.814,1.022,-3.814,4.057,-1.01,-1.514,-3.434,4.106,-8.449,
1.772,-0.33,-1.003,-3.815,1.019,-3.815,4.055,-1.022,-1.518,-3.437,4.107,-8.429,
1.771,-0.328,-0.999,-3.824,1.015,-3.824,4.046,-1.23,-1.517,-3.439,4.112,-8.451,
1.773,-0.316,-0.996,-3.825,1.014,-3.825,4.033,-1.435,-1.512,-3.452,4.115,-8.445,
1.773,-0.336,-1,-3.827,1.018,-3.827,4.03,-1.583,-1.517,-3.437,4.11,-8.45,
1.768,-0.336,-0.997,-3.834,1.018,-3.834,4.031,-1.466,-1.512,-3.432,4.109,-8.445,
1.774,-0.33,-1,-3.83,1.015,-3.83,4.037,-1.529,-1.513,-3.436,4.11,-8.443,
1.778,-0.336,-1.007,-3.826,1.014,-3.826,4.034,-1.482,-1.51,-3.446,4.102,-8.449,
1.773,-0.328,-0.995,-3.835,1.011,-3.835,4.027,-1.518,-1.52,-3.438,4.108,-8.453,
1.771,-0.329,-0.99,-3.837,1.015,-3.837,4.025,-1.62,-1.515,-3.444,4.106,-8.447,
1.774,-0.329,-0.991,-3.838,1.023,-3.838,4.03,-1.573,-1.509,-3.445,4.107,-8.451,
1.77,-0.333,-0.997,-3.832,1.015,-3.832,4.024,-1.54,-1.51,-3.456,4.101,-8.442,
1.771,-0.33,-0.99,-3.832,1.016,-3.832,4.032,-1.478,-1.522,-3.449,4.094,-8.447,
1.774,-0.338,-0.999,-3.789,1.021,-3.789,4.028,-1.434,-1.512,-3.442,4.098,-8.439,
1.771,-0.335,-0.997,-3.821,1.02,-3.821,4.023,-1.466,-1.513,-3.453,4.1,-8.443,
1.775,-0.334,-0.996,-3.841,1.018,-3.841,4.038,-1.368,-1.511,-3.454,4.096,-8.445,
1.766,-0.332,-1,-3.852,1.014,-3.852,4.032,-1.298,-1.519,-3.451,4.095,-8.456,
1.776,-0.338,-0.999,-3.844,1.008,-3.844,4.015,-1.433,-1.506,-3.457,4.093,-8.446,
1.768,-0.33,-1.002,-3.842,1.016,-3.842,4.022,-1.46,-1.511,-3.46,4.096,-8.443,
1.784,-0.335,-0.995,-3.853,1.024,-3.853,4.011,-1.474,-1.51,-3.464,4.098,-8.44,
1.776,-0.337,-0.997,-3.839,1.017,-3.839,4.018,-1.512,-1.509,-3.454,4.091,-8.443,
1.773,-0.324,-0.995,-3.831,1.026,-3.831,4.015,-1.523,-1.512,-3.457,4.086,-8.437,
1.77,-0.335,-0.989,-3.826,1.02,-3.826,4.024,-1.488,-1.51,-3.455,4.085,-8.437,
1.782,-0.33,-0.994,-3.803,1.031,-3.803,4.024,-1.395,-1.518,-3.464,4.091,-8.434,
1.78,-0.33,-0.994,-3.801,1.02,-3.801,4.043,-1.221,-1.514,-3.453,4.086,-8.435,
1.776,-0.331,-0.994,-3.809,1.016,-3.809,4.046,-1.109,-1.513,-3.461,4.087,-8.406,
1.772,-0.332,-1.004,-3.819,1.024,-3.819,4.043,-1.153,-1.51,-3.462,4.086,-8.433,
1.779,-0.331,-1.007,-3.827,1.018,-3.827,4.046,-1.134,-1.516,-3.45,4.098,-8.43,
1.772,-0.343,-0.999,-3.819,1.02,-3.819,4.044,-1.322,-1.513,-3.458,4.084,-8.43,
1.779,-0.333,-1.006,-3.827,1.013,-3.827,4.024,-1.479,-1.516,-3.448,4.091,-8.44,
1.77,-0.338,-1,-3.838,1.01,-3.838,4.039,-1.517,-1.509,-3.462,4.087,-8.433,
1.771,-0.335,-1.004,-3.794,1.02,-3.794,4.044,-1.427,-1.512,-3.45,4.091,-8.441,
1.77,-0.329,-1.003,-3.833,1.018,-3.833,4.051,-1.318,-1.514,-3.454,4.092,-8.433,
1.773,-0.346,-1.007,-3.834,1.02,-3.834,4.041,-1.35,-1.509,-3.466,4.089,-8.421,
1.774,-0.335,-0.993,-3.839,1.024,-3.839,4.055,-1.104,-1.511,-3.462,4.096,-8.43,
1.775,-0.331,-0.996,-3.833,1.022,-3.833,4.051,-1.101,-1.507,-3.472,4.086,-8.413,
1.766,-0.341,-1.001,-3.827,1.014,-3.827,4.058,-1.064,-1.508,-3.459,4.095,-8.433,
1.77,-0.336,-1.004,-3.827,1.022,-3.827,4.053,-1.131,-1.512,-3.458,4.086,-8.436,
1.766,-0.329,-1.001,-3.809,1.02,-3.809,4.049,-1.079,-1.524,-3.452,4.09,-8.431,
1.769,-0.335,-0.997,-3.806,1.016,-3.806,4.062,-1.043,-1.507,-3.454,4.081,-8.437,
1.775,-0.333,-1.008,-3.799,1.015,-3.799,4.04,-1.301,-1.511,-3.452,4.082,-8.43,
1.774,-0.338,-1.007,-3.817,1.026,-3.817,4.04,-1.406,-1.518,-3.455,4.079,-8.426,
1.777,-0.336,-1.005,-3.825,1.021,-3.825,4.048,-1.369,-1.517,-3.461,4.091,-8.421,
1.77,-0.329,-1.003,-3.827,1.019,-3.827,4.04,-1.354,-1.515,-3.454,4.088,-8.44,
1.779,-0.327,-1.001,-3.81,1.026,-3.81,4.047,-1.213,-1.52,-3.452,4.086,-8.432,
1.768,-0.338,-1.004,-3.802,1.029,-3.802,4.056,-1.133,-1.512,-3.46,4.088,-8.427,
1.771,-0.342,-1.003,-3.794,1.022,-3.794,4.053,-1.077,-1.515,-3.454,4.077,-8.433,
1.775,-0.334,-0.998,-3.778,1.027,-3.778,4.073,-0.876,-1.517,-3.455,4.088,-8.421,
1.775,-0.336,-1.005,-3.761,1.021,-3.761,4.068,-0.846,-1.506,-3.453,4.082,-8.432,
1.778,-0.336,-1.005,-3.763,1.023,-3.763,4.06,-0.739,-1.509,-3.451,4.077,-8.422,
1.773,-0.333,-1.009,-3.782,1.021,-3.782,4.059,-0.881,-1.512,-3.452,4.083,-8.438,
1.77,-0.331,-1.015,-3.816,1.019,-3.816,4.065,-1.014,-1.514,-3.448,4.086,-8.425,
1.777,-0.339,-1.012,-3.822,1.024,-3.822,4.056,-1.26,-1.511,-3.462,4.081,-8.42,
1.775,-0.334,-1.013,-3.829,1.018,-3.829,4.049,-1.321,-1.514,-3.449,4.09,-8.422,
1.772,-0.331,-1.009,-3.828,1.019,-3.828,4.048,-1.241,-1.517,-3.451,4.088,-8.431,
1.767,-0.325,-1.007,-3.825,1.019,-3.825,4.062,-1.058,-1.518,-3.459,4.085,-8.44,
1.773,-0.322,-1.014,-3.825,1.021,-3.825,4.057,-1.114,-1.522,-3.454,4.091,-8.426,
1.768,-0.325,-1.012,-3.828,1.012,-3.828,4.059,-1.011,-1.513,-3.448,4.09,-8.426,
1.769,-0.331,-1.006,-3.834,1.015,-3.834,4.062,-0.997,-1.518,-3.46,4.088,-8.432,
1.769,-0.333,-1.005,-3.843,1.012,-3.843,4.062,-0.982,-1.515,-3.466,4.09,-8.425,
1.766,-0.328,-1.01,-3.836,1.011,-3.836,4.058,-1.075,-1.511,-3.46,4.091,-8.422,
1.765,-0.327,-1.009,-3.833,1.022,-3.833,4.053,-1.141,-1.527,-3.462,4.086,-8.431,
1.77,-0.326,-1.016,-3.838,1.011,-3.838,4.057,-1.248,-1.515,-3.466,4.093,-8.429,
1.777,-0.327,-1.003,-3.838,1.018,-3.838,4.05,-1.229,-1.518,-3.476,4.087,-8.439,
1.767,-0.329,-1.007,-3.836,1.012,-3.836,4.051,-1.196,-1.521,-3.466,4.089,-8.428,
1.764,-0.34,-1.005,-3.833,1.012,-3.833,4.046,-1.202,-1.516,-3.456,4.094,-8.422,
1.766,-0.332,-1.002,-3.84,1.012,-3.84,4.044,-1.304,-1.527,-3.454,4.087,-8.412,
1.776,-0.334,-1.004,-3.837,1.018,-3.837,4.048,-1.296,-1.517,-3.45,4.089,-8.431,
1.771,-0.34,-1.014,-3.813,1.013,-3.813,4.047,-1.275,-1.515,-3.46,4.084,-8.425,
1.767,-0.322,-1.01,-3.798,1.013,-3.798,4.057,-1.111,-1.521,-3.471,4.083,-8.429,
1.768,-0.337,-1.007,-3.784,1.024,-3.784,4.053,-1.036,-1.514,-3.449,4.089,-8.413,
1.775,-0.333,-1.008,-3.792,1.018,-3.792,4.058,-0.953,-1.52,-3.445,4.079,-8.421,
1.773,-0.335,-1.007,-3.792,1.019,-3.792,4.055,-0.914,-1.519,-3.458,4.087,-8.428,
1.769,-0.331,-1.016,-3.793,1.02,-3.793,4.059,-0.906,-1.516,-3.447,4.085,-8.414,
1.766,-0.329,-1.013,-3.798,1.016,-3.798,4.062,-0.935,-1.514,-3.462,4.087,-8.404,
1.776,-0.33,-1.009,-3.814,1.01,-3.814,4.061,-1.091,-1.52,-3.447,4.082,-8.42,
1.773,-0.335,-1.015,-3.814,1.012,-3.814,4.058,-1.084,-1.515,-3.446,4.08,-8.402,
1.771,-0.325,-1.007,-3.829,1.01,-3.829,4.057,-1.223,-1.517,-3.448,4.078,-8.364,
1.778,-0.332,-1.012,-3.812,1.019,-3.812,4.054,-1.141,-1.508,-3.45,4.084,-8.406,
1.774,-0.34,-1.01,-3.816,1.02,-3.816,4.058,-1.085,-1.512,-3.453,4.082,-8.397,
1.776,-0.339,-1.015,-3.827,1.015,-3.827,4.059,-1.044,-1.511,-3.449,4.085,-8.421,
1.775,-0.338,-1.016,-3.819,1.013,-3.819,4.063,-0.989,-1.514,-3.448,4.087,-8.413,
1.768,-0.331,-1.019,-3.829,1.011,-3.829,4.058,-0.916,-1.519,-3.442,4.082,-8.426,
1.775,-0.323,-1.007,-3.816,1.013,-3.816,4.059,-0.924,-1.52,-3.452,4.081,-8.42,
1.772,-0.332,-1.015,-3.827,1.01,-3.827,4.065,-0.97,-1.516,-3.442,4.085,-8.426,
1.768,-0.324,-1.012,-3.828,1.014,-3.828,4.069,-0.972,-1.518,-3.441,4.079,-8.43,
1.766,-0.329,-1.01,-3.815,1.006,-3.815,4.06,-1.017,-1.518,-3.442,4.089,-8.422,
1.77,-0.332,-1.018,-3.83,1.02,-3.83,4.053,-1.111,-1.51,-3.454,4.084,-8.434,
1.772,-0.32,-1.007,-3.83,1.013,-3.83,4.048,-1.132,-1.523,-3.44,4.09,-8.41,
1.776,-0.32,-1.007,-3.83,1.021,-3.83,4.051,-1.167,-1.515,-3.453,4.091,-8.415,
1.769,-0.337,-1.004,-3.832,1.008,-3.832,4.047,-1.246,-1.516,-3.448,4.082,-8.401,
1.773,-0.333,-1.008,-3.834,1.011,-3.834,4.056,-1.158,-1.517,-3.451,4.077,-8.423,
1.772,-0.338,-1.014,-3.832,1.02,-3.832,4.04,-1.334,-1.525,-3.454,4.082,-8.402,
1.774,-0.328,-1.009,-3.839,1.016,-3.839,4.047,-1.385,-1.523,-3.44,4.077,-8.411,
1.773,-0.34,-1.013,-3.841,1.014,-3.841,4.042,-1.303,-1.519,-3.445,4.076,-8.422,
1.77,-0.335,-1.004,-3.83,1.016,-3.83,4.05,-1.236,-1.52,-3.447,4.078,-8.427,
1.776,-0.329,-1.008,-3.832,1.017,-3.832,4.058,-1,-1.526,-3.45,4.082,-8.417,
1.771,-0.337,-1.01,-3.829,1.021,-3.829,4.06,-0.991,-1.515,-3.458,4.082,-8.428,
1.765,-0.336,-1.016,-3.836,1.012,-3.836,4.056,-1.16,-1.518,-3.434,4.09,-8.421,
1.767,-0.329,-1.016,-3.83,1.016,-3.83,4.047,-1.347,-1.522,-3.435,4.077,-8.424,
1.771,-0.329,-1.01,-3.825,1.015,-3.825,4.05,-1.404,-1.515,-3.444,4.086,-8.414,
1.766,-0.327,-1.021,-3.816,1.016,-3.816,4.042,-1.434,-1.512,-3.431,4.092,-8.409,
1.769,-0.321,-1.009,-3.815,1.011,-3.815,4.037,-1.491,-1.515,-3.452,4.084,-8.417,
1.766,-0.318,-1.02,-3.811,1.013,-3.811,4.049,-1.326,-1.512,-3.439,4.088,-8.418,
1.758,-0.326,-1.013,-3.823,1.009,-3.823,4.057,-1.128,-1.516,-3.433,4.094,-8.424,
1.766,-0.324,-1.004,-3.821,1.016,-3.821,4.049,-1.121,-1.517,-3.432,4.093,-8.427,
1.768,-0.336,-1.014,-3.809,1.012,-3.809,4.06,-1.024,-1.522,-3.442,4.088,-8.427,
1.769,-0.323,-1.015,-3.819,1.016,-3.819,4.055,-1.071,-1.517,-3.438,4.1,-8.419,
1.764,-0.327,-1.011,-3.817,1.013,-3.817,4.054,-1.117,-1.523,-3.448,4.094,-8.414,
1.762,-0.326,-1.016,-3.817,1.012,-3.817,4.054,-1.122,-1.517,-3.432,4.098,-8.432,
1.769,-0.321,-1.012,-3.815,1.012,-3.815,4.058,-1.129,-1.521,-3.438,4.089,-8.44,
1.764,-0.317,-1.013,-3.817,1.015,-3.817,4.054,-1.115,-1.524,-3.448,4.095,-8.428,
1.772,-0.327,-1.014,-3.822,1.009,-3.822,4.056,-1.235,-1.517,-3.437,4.092,-8.436,
1.764,-0.337,-1.016,-3.819,1.01,-3.819,4.049,-1.333,-1.519,-3.441,4.101,-8.416,
1.765,-0.324,-1.007,-3.82,1.016,-3.82,4.052,-1.302,-1.512,-3.446,4.087,-8.424,
1.768,-0.333,-1.019,-3.819,1.017,-3.819,4.049,-1.334,-1.518,-3.442,4.086,-8.422,
1.769,-0.332,-1.013,-3.806,1.017,-3.806,4.047,-1.255,-1.524,-3.441,4.081,-8.423,
1.769,-0.335,-1.014,-3.789,1.017,-3.789,4.055,-1.085,-1.523,-3.456,4.078,-8.416,
1.765,-0.338,-1.012,-3.774,1.01,-3.774,4.058,-0.974,-1.523,-3.451,4.086,-8.414,
1.771,-0.332,-1.015,-3.781,1.023,-3.781,4.061,-0.836,-1.522,-3.446,4.084,-8.411,
1.767,-0.325,-1.018,-3.775,1.017,-3.775,4.064,-0.842,-1.514,-3.437,4.072,-8.404,
1.779,-0.33,-1.022,-3.771,1.017,-3.771,4.065,-0.849,-1.521,-3.441,4.075,-8.418,
1.759,-0.331,-1.014,-3.769,1.011,-3.769,4.063,-0.873,-1.523,-3.454,4.084,-8.413,
1.778,-0.326,-1.03,-3.766,1.016,-3.766,4.062,-0.969,-1.512,-3.435,4.085,-8.404,
1.771,-0.326,-1.02,-3.783,1.013,-3.783,4.057,-0.959,-1.522,-3.43,4.084,-8.407,
1.773,-0.325,-1.02,-3.8,1.015,-3.8,4.057,-1.004,-1.526,-3.435,4.082,-8.421,
1.77,-0.312,-1.023,-3.811,1.01,-3.811,4.057,-1.085,-1.519,-3.432,4.086,-8.422,
1.768,-0.322,-1.023,-3.81,1.006,-3.81,4.069,-0.957,-1.513,-3.433,4.092,-8.409,
1.768,-0.32,-1.018,-3.813,1.01,-3.813,4.062,-0.923,-1.519,-3.442,4.091,-8.42,
1.773,-0.314,-1.024,-3.808,1.008,-3.808,4.055,-0.881,-1.526,-3.44,4.093,-8.414,
1.764,-0.318,-1.021,-3.802,1.015,-3.802,4.06,-0.854,-1.52,-3.434,4.087,-8.424,
1.768,-0.318,-1.018,-3.807,1.013,-3.807,4.053,-0.89,-1.516,-3.435,4.092,-8.422,
1.768,-0.319,-1.012,-3.8,1.013,-3.8,4.057,-0.891,-1.523,-3.443,4.105,-8.414,
1.772,-0.314,-1.022,-3.807,1.01,-3.807,4.061,-0.906,-1.521,-3.436,4.08,-8.424,
1.77,-0.319,-1.015,-3.817,1.01,-3.817,4.064,-0.887,-1.529,-3.436,4.084,-8.418,
1.774,-0.315,-1.021,-3.81,1.013,-3.81,4.049,-0.931,-1.523,-3.445,4.093,-8.411,
1.776,-0.32,-1.018,-3.813,1.003,-3.813,4.056,-1.061,-1.523,-3.431,4.086,-8.429,
1.766,-0.32,-1.021,-3.816,1.012,-3.816,4.059,-1.055,-1.515,-3.433,4.099,-8.412,
1.765,-0.31,-1.016,-3.812,1.014,-3.812,4.056,-0.888,-1.515,-3.427,4.084,-8.414,
1.772,-0.33,-1.015,-3.814,1.011,-3.814,4.056,-1.05,-1.52,-3.439,4.091,-8.417,
1.776,-0.326,-1.01,-3.816,1.008,-3.816,4.056,-0.969,-1.521,-3.431,4.079,-8.414,
1.771,-0.326,-1.017,-3.808,1.014,-3.808,4.06,-1.011,-1.514,-3.447,4.09,-8.413,
1.776,-0.322,-1.018,-3.822,1.018,-3.822,4.053,-0.988,-1.522,-3.448,4.077,-8.406,
1.773,-0.325,-1.019,-3.815,1.017,-3.815,4.062,-0.926,-1.517,-3.436,4.084,-8.413,
1.773,-0.317,-1.018,-3.818,1.015,-3.818,4.059,-0.912,-1.522,-3.445,4.081,-8.414,
1.771,-0.323,-1.016,-3.813,1.024,-3.813,4.061,-0.927,-1.524,-3.441,4.075,-8.412,
1.771,-0.329,-1.016,-3.815,1.008,-3.815,4.059,-0.912,-1.514,-3.439,4.079,-8.405,
1.774,-0.325,-1.03,-3.808,1.017,-3.808,4.059,-0.976,-1.522,-3.445,4.08,-8.419,
